sale_id,order_id,product_id,quantity,unit_price
SALE00146,ORD00151,PROD0045,4,87.13
SALE00147,ORD00090,PROD0027,2,76.14
SALE00148,ORD00200,PROD0036,2,92.37
SALE00149,ORD00140,PROD0034,2,113.08
SALE00150,ORD00186,PROD0003,1,87.81
SALE00151,ORD00137,PROD0025,3,55.29
SALE00152,ORD00033,PROD0025,2,59.83
SALE00153,ORD00115,PROD0036,4,82.87
SALE00154,ORD00033,PROD0036,5,96.54
SALE00155,ORD00074,PROD0005,1,70.83
SALE00156,ORD00035,PROD0036,2,94.07
SALE00157,ORD00030,PROD0010,5,101.86
SALE00158,ORD00070,PROD0040,1,109.65
SALE00159,ORD00037,PROD0032,3,138.53
SALE00160,ORD00128,PROD0007,2,80.8
SALE00161,ORD00069,PROD0020,3,56.12
SALE00162,ORD00192,PROD0048,1,149.21
SALE00163,ORD00012,PROD0038,5,71.07
SALE00164,ORD00162,PROD0032,5,125.62
SALE00165,ORD00062,PROD0010,2,88.1
SALE00166,ORD00048,PROD0007,1,89.35
SALE00167,ORD00178,PROD0044,2,30.03
SALE00168,ORD00039,PROD0035,5,45.1
SALE00169,ORD00135,PROD0011,4,111.49
SALE00170,ORD00130,PROD0046,5,48.73
SALE00171,ORD00120,PROD0039,1,52.91
SALE00172,ORD00025,PROD0010,5,95.01
SALE00173,ORD00047,PROD0050,4,123.47
SALE00174,ORD00062,PROD0005,4,70.84
SALE00175,ORD00174,PROD0022,3,52.65
SALE00176,ORD00114,PROD0023,2,112.95
SALE00177,ORD00094,PROD0009,3,113.16
SALE00178,ORD00170,PROD0035,2,46.93
SALE00179,ORD00184,PROD0010,4,91.05
SALE00180,ORD00039,PROD0021,1,84.89
SALE00181,ORD00189,PROD0020,2,51.33
SALE00182,ORD00200,PROD0016,5,58.83
SALE00183,ORD00183,PROD0007,5,83.35
SALE00184,ORD00176,PROD0032,5,125.67
SALE00185,ORD00148,PROD0034,4,119.88
SALE00186,ORD00011,PROD0044,4,29.26
SALE00187,ORD00138,PROD0002,2,46.56
SALE00188,ORD00131,PROD0016,3,61.53
SALE00189,ORD00077,PROD0029,2,74.74
SALE00190,ORD00152,PROD0040,2,129.55
SALE00191,ORD00163,PROD0044,1,29.5
SALE00192,ORD00110,PROD0041,2,51.56
SALE00193,ORD00094,PROD0041,2,45.9
SALE00194,ORD00001,PROD0034,3,123.98
SALE00195,ORD00121,PROD0043,2,155.95
SALE00196,ORD00111,PROD0045,2,91.24
SALE00197,ORD00118,PROD0009,5,119.38
SALE00198,ORD00192,PROD0017,2,72.88
SALE00199,ORD00077,PROD0048,3,162.42
SALE00200,ORD00060,PROD0008,1,95.69
SALE00201,ORD00135,PROD0006,1,44.68
SALE00202,ORD00076,PROD0048,1,164.57
SALE00203,ORD00127,PROD0004,4,65.12
SALE00204,ORD00023,PROD0010,5,106.45
SALE00205,ORD00038,PROD0008,3,81.45
SALE00206,ORD00155,PROD0047,3,148.6
SALE00207,ORD00131,PROD0033,4,27.23
SALE00208,ORD00189,PROD0043,4,158.66
SALE00209,ORD00040,PROD0003,4,82.01
SALE00210,ORD00083,PROD0049,4,126.87
SALE00211,ORD00184,PROD0005,3,69.58
SALE00212,ORD00129,PROD0019,5,104.98
SALE00213,ORD00200,PROD0023,5,107.13
SALE00214,ORD00120,PROD0023,4,103.97
SALE00215,ORD00089,PROD0046,3,49.54
SALE00216,ORD00180,PROD0025,5,55.71
SALE00217,ORD00013,PROD0027,4,78.11
SALE00218,ORD00025,PROD0003,4,81.24
SALE00219,ORD00119,PROD0008,5,94.75
SALE00220,ORD00042,PROD0020,4,53.6
SALE00221,ORD00002,PROD0028,2,48.09
SALE00222,ORD00021,PROD0012,3,38.97
SALE00223,ORD00025,PROD0034,1,133.46
SALE00224,ORD00007,PROD0039,2,52.68
SALE00225,ORD00060,PROD0015,1,57.99
SALE00226,ORD00036,PROD0045,5,102.99
SALE00227,ORD00191,PROD0041,2,49.58
SALE00228,ORD00190,PROD0022,3,48.82
SALE00229,ORD00070,PROD0020,5,55.81
SALE00230,ORD00158,PROD0050,5,125.43
SALE00231,ORD00112,PROD0001,2,128.35
SALE00232,ORD00114,PROD0039,4,51.52
SALE00233,ORD00098,PROD0007,5,96.94
SALE00234,ORD00018,PROD0001,2,116.76
SALE00235,ORD00025,PROD0033,3,27.56
SALE00236,ORD00156,PROD0011,1,121.34
SALE00237,ORD00188,PROD0050,3,134.91
SALE00238,ORD00143,PROD0015,2,56.52
SALE00239,ORD00142,PROD0009,1,124.21
SALE00240,ORD00044,PROD0011,2,126.02
SALE00241,ORD00041,PROD0036,5,98.36
SALE00242,ORD00136,PROD0010,1,91.2
SALE00243,ORD00004,PROD0020,2,59.53
SALE00244,ORD00134,PROD0002,5,46.62
SALE00245,ORD00177,PROD0044,3,30.0
SALE00246,ORD00093,PROD0031,3,112.42
SALE00247,ORD00004,PROD0003,4,81.6
SALE00248,ORD00175,PROD0041,4,51.77
SALE00249,ORD00139,PROD0031,5,117.91
SALE00250,ORD00088,PROD0009,2,104.93
SALE00251,ORD00185,PROD0034,4,129.39
SALE00252,ORD00036,PROD0029,2,68.19
SALE00253,ORD00025,PROD0011,1,124.4
SALE00254,ORD00186,PROD0009,2,126.19
SALE00255,ORD00047,PROD0047,5,135.77
SALE00256,ORD00037,PROD0044,3,25.74
SALE00257,ORD00185,PROD0019,5,117.5
SALE00258,ORD00097,PROD0043,3,145.39
SALE00259,ORD00131,PROD0011,2,116.48
SALE00260,ORD00120,PROD0040,3,114.38
SALE00261,ORD00188,PROD0014,4,146.27
SALE00262,ORD00149,PROD0002,1,49.75
SALE00263,ORD00063,PROD0013,3,32.41
SALE00264,ORD00003,PROD0048,2,159.73
SALE00265,ORD00143,PROD0031,5,122.4
SALE00266,ORD00084,PROD0003,4,82.4
SALE00267,ORD00061,PROD0028,2,48.83
SALE00268,ORD00142,PROD0033,2,26.45
SALE00269,ORD00170,PROD0021,3,75.83
SALE00270,ORD00020,PROD0019,3,116.16
SALE00271,ORD00079,PROD0040,1,118.5
SALE00272,ORD00141,PROD0003,3,80.85
SALE00273,ORD00178,PROD0002,2,49.45
SALE00274,ORD00041,PROD0013,5,32.38
SALE00275,ORD00132,PROD0011,1,115.37
SALE00276,ORD00135,PROD0041,1,43.53
SALE00277,ORD00184,PROD0037,5,119.72
SALE00278,ORD00116,PROD0034,4,132.86
SALE00279,ORD00160,PROD0013,3,31.77
SALE00280,ORD00124,PROD0018,5,25.02
SALE00281,ORD00079,PROD0030,5,53.33
SALE00282,ORD00154,PROD0045,3,103.37
SALE00283,ORD00177,PROD0016,4,56.69
SALE00284,ORD00186,PROD0002,4,53.3
SALE00285,ORD00092,PROD0020,3,59.93
SALE00286,ORD00004,PROD0039,2,49.17
SALE00287,ORD00192,PROD0022,1,57.47
SALE00288,ORD00037,PROD0009,2,116.75
SALE00289,ORD00156,PROD0045,2,101.12
SALE00290,ORD00056,PROD0001,1,137.7
SALE00291,ORD00090,PROD0050,3,142.94
SALE00292,ORD00073,PROD0006,5,44.88
SALE00293,ORD00157,PROD0013,3,35.21
SALE00294,ORD00058,PROD0019,2,101.77
SALE00295,ORD00068,PROD0047,3,126.86
SALE00296,ORD00017,PROD0043,1,147.95
SALE00297,ORD00006,PROD0003,4,82.08
SALE00298,ORD00005,PROD0038,5,74.38
SALE00299,ORD00079,PROD0021,4,80.01
SALE00300,ORD00032,PROD0023,5,113.53
SALE00301,ORD00083,PROD0022,5,58.17
SALE00302,ORD00109,PROD0007,2,96.15
SALE00303,ORD00088,PROD0046,2,50.66
SALE00304,ORD00142,PROD0048,5,152.09
SALE00305,ORD00095,PROD0037,3,111.04
SALE00306,ORD00107,PROD0046,1,52.76
SALE00307,ORD00120,PROD0005,5,67.5
SALE00308,ORD00174,PROD0001,5,123.98
SALE00309,ORD00062,PROD0026,5,58.26
SALE00310,ORD00007,PROD0030,4,56.37
SALE00311,ORD00030,PROD0038,5,75.45
SALE00312,ORD00141,PROD0031,4,113.18
SALE00313,ORD00033,PROD0041,2,52.2
SALE00314,ORD00040,PROD0044,2,25.39
SALE00315,ORD00003,PROD0020,3,61.18
SALE00316,ORD00023,PROD0028,2,55.72
SALE00317,ORD00141,PROD0049,4,153.55
SALE00318,ORD00120,PROD0045,1,87.22
SALE00319,ORD00091,PROD0033,4,26.83
SALE00320,ORD00174,PROD0023,3,111.61
SALE00321,ORD00169,PROD0032,5,141.88
SALE00322,ORD00070,PROD0002,4,49.14
SALE00323,ORD00107,PROD0029,3,79.11
SALE00324,ORD00064,PROD0048,3,157.59
SALE00325,ORD00189,PROD0021,3,91.58
SALE00326,ORD00193,PROD0013,3,32.85
SALE00327,ORD00032,PROD0036,4,91.78
SALE00328,ORD00043,PROD0050,5,130.16
SALE00329,ORD00042,PROD0025,1,59.22
SALE00330,ORD00092,PROD0043,2,153.4
SALE00331,ORD00131,PROD0014,3,147.53
SALE00332,ORD00120,PROD0006,2,44.85
SALE00333,ORD00129,PROD0012,2,38.4
SALE00334,ORD00064,PROD0026,3,58.1
SALE00335,ORD00079,PROD0026,2,64.1
SALE00336,ORD00083,PROD0050,1,138.37
SALE00337,ORD00093,PROD0039,4,47.74
SALE00338,ORD00119,PROD0046,4,54.62
SALE00339,ORD00036,PROD0004,1,62.1
SALE00340,ORD00134,PROD0041,2,44.42
SALE00341,ORD00127,PROD0050,3,125.49
SALE00342,ORD00051,PROD0036,4,96.2
SALE00343,ORD00124,PROD0044,4,29.43
SALE00344,ORD00049,PROD0009,2,125.15
SALE00345,ORD00085,PROD0022,2,50.08
SALE00346,ORD00051,PROD0021,2,88.78
SALE00347,ORD00070,PROD0009,1,120.9
SALE00348,ORD00100,PROD0012,5,35.34
SALE00349,ORD00067,PROD0048,3,138.26
SALE00350,ORD00110,PROD0019,1,106.78
SALE00351,ORD00076,PROD0012,2,39.73
SALE00352,ORD00045,PROD0007,3,95.21
SALE00353,ORD00154,PROD0025,4,56.09
SALE00354,ORD00193,PROD0031,3,122.37
SALE00355,ORD00171,PROD0001,5,136.61
SALE00356,ORD00163,PROD0032,5,125.01
SALE00357,ORD00047,PROD0041,2,46.08
SALE00358,ORD00113,PROD0034,1,135.9
SALE00359,ORD00098,PROD0008,3,94.36
SALE00360,ORD00167,PROD0031,3,109.32
SALE00361,ORD00131,PROD0009,5,104.98
SALE00362,ORD00159,PROD0037,3,120.68
SALE00363,ORD00143,PROD0050,3,129.05
SALE00364,ORD00082,PROD0027,2,69.43
SALE00365,ORD00022,PROD0032,3,127.96
SALE00366,ORD00092,PROD0036,4,87.85
SALE00367,ORD00171,PROD0038,4,80.31
SALE00368,ORD00162,PROD0015,3,49.69
SALE00369,ORD00110,PROD0010,5,93.24
SALE00370,ORD00142,PROD0032,1,117.49
SALE00371,ORD00027,PROD0002,1,47.69
SALE00372,ORD00109,PROD0012,4,35.99
SALE00373,ORD00024,PROD0039,2,46.27
SALE00374,ORD00014,PROD0007,5,96.18
SALE00375,ORD00040,PROD0024,2,132.78
SALE00376,ORD00148,PROD0025,1,54.95
SALE00377,ORD00070,PROD0007,5,84.67
SALE00378,ORD00084,PROD0027,5,68.7
SALE00379,ORD00166,PROD0028,3,53.6
SALE00380,ORD00156,PROD0018,2,22.14
SALE00381,ORD00085,PROD0029,3,80.63
SALE00382,ORD00042,PROD0031,3,116.7
SALE00383,ORD00136,PROD0034,4,133.82
SALE00384,ORD00175,PROD0049,4,126.88
SALE00385,ORD00200,PROD0005,3,68.05
SALE00386,ORD00138,PROD0040,5,128.07
SALE00387,ORD00198,PROD0006,5,45.66
SALE00388,ORD00050,PROD0027,1,72.95
SALE00389,ORD00113,PROD0030,3,56.03
SALE00390,ORD00182,PROD0005,2,66.28
SALE00391,ORD00087,PROD0001,4,118.97
SALE00392,ORD00183,PROD0049,3,144.71
SALE00393,ORD00152,PROD0021,3,89.77
SALE00394,ORD00115,PROD0032,3,141.02
SALE00395,ORD00055,PROD0032,4,137.4
SALE00396,ORD00048,PROD0017,4,73.2
SALE00397,ORD00070,PROD0033,5,28.05
SALE00398,ORD00138,PROD0040,1,124.62
SALE00399,ORD00161,PROD0007,2,88.96
SALE00400,ORD00138,PROD0037,5,113.56
SALE00401,ORD00097,PROD0044,2,27.57
SALE00402,ORD00146,PROD0004,1,65.52
SALE00403,ORD00151,PROD0048,1,158.88
SALE00404,ORD00008,PROD0021,3,88.72
SALE00405,ORD00076,PROD0049,2,144.13
SALE00406,ORD00066,PROD0048,5,136.94
SALE00407,ORD00050,PROD0005,2,69.48
SALE00408,ORD00184,PROD0004,3,66.04
SALE00409,ORD00167,PROD0045,3,104.13
SALE00410,ORD00065,PROD0047,3,125.05
SALE00411,ORD00069,PROD0032,3,117.18
SALE00412,ORD00110,PROD0016,4,59.68
SALE00413,ORD00147,PROD0040,2,123.05
SALE00414,ORD00158,PROD0009,2,117.47
SALE00415,ORD00142,PROD0042,3,67.48
SALE00416,ORD00156,PROD0003,2,93.71
SALE00417,ORD00043,PROD0050,4,133.87
SALE00418,ORD00047,PROD0044,5,26.92
SALE00419,ORD00153,PROD0024,5,128.08
SALE00420,ORD00010,PROD0035,1,48.02
SALE00421,ORD00094,PROD0032,3,133.96
SALE00422,ORD00192,PROD0007,4,97.23
SALE00423,ORD00193,PROD0045,4,89.47
SALE00424,ORD00073,PROD0018,4,26.35
SALE00425,ORD00039,PROD0044,3,25.62
SALE00426,ORD00072,PROD0039,2,47.07
SALE00427,ORD00114,PROD0036,1,94.08
SALE00428,ORD00157,PROD0016,5,54.99
SALE00429,ORD00045,PROD0003,5,92.66
SALE00430,ORD00148,PROD0004,5,56.06
SALE00431,ORD00106,PROD0042,2,62.16
SALE00432,ORD00002,PROD0034,4,129.22
SALE00433,ORD00149,PROD0026,4,58.0
SALE00434,ORD00033,PROD0009,5,125.44
SALE00435,ORD00169,PROD0043,5,144.34
SALE00436,ORD00089,PROD0009,3,117.61
SALE00437,ORD00094,PROD0030,3,52.59
SALE00438,ORD00156,PROD0015,1,54.03
SALE00439,ORD00033,PROD0021,3,91.08
SALE00440,ORD00165,PROD0006,2,43.27
SALE00441,ORD00037,PROD0044,5,29.6
SALE00442,ORD00008,PROD0033,3,30.29
SALE00443,ORD00089,PROD0026,3,64.29
SALE00444,ORD00137,PROD0004,1,63.0
SALE00445,ORD00150,PROD0014,2,146.57
SALE00446,ORD00188,PROD0032,1,138.53
SALE00447,ORD00135,PROD0018,4,24.5
SALE00448,ORD00069,PROD0009,3,117.01
SALE00449,ORD00079,PROD0001,4,121.34
SALE00450,ORD00141,PROD0016,3,55.58
SALE00451,ORD00029,PROD0043,3,143.04
SALE00452,ORD00160,PROD0047,1,129.0
SALE00453,ORD00041,PROD0011,5,105.18
SALE00454,ORD00019,PROD0010,2,87.33
SALE00455,ORD00179,PROD0006,1,48.73
SALE00456,ORD00189,PROD0027,4,71.13
SALE00457,ORD00077,PROD0044,5,28.77
SALE00458,ORD00032,PROD0001,2,122.26
SALE00459,ORD00128,PROD0031,4,125.54
SALE00460,ORD00026,PROD0016,4,58.58
SALE00461,ORD00139,PROD0044,4,27.91
SALE00462,ORD00078,PROD0021,4,80.82
SALE00463,ORD00142,PROD0024,5,130.71
SALE00464,ORD00059,PROD0048,3,143.09
SALE00465,ORD00030,PROD0004,5,57.49
SALE00466,ORD00181,PROD0014,2,133.16
SALE00467,ORD00139,PROD0023,4,112.7
SALE00468,ORD00098,PROD0014,3,143.17
SALE00469,ORD00114,PROD0013,1,35.8
SALE00470,ORD00017,PROD0043,1,145.9
SALE00471,ORD00117,PROD0018,5,23.25
SALE00472,ORD00053,PROD0008,1,83.47
SALE00473,ORD00174,PROD0031,5,118.83
SALE00474,ORD00125,PROD0018,4,25.49
SALE00475,ORD00091,PROD0032,3,129.13
SALE00476,ORD00135,PROD0017,3,70.59
SALE00477,ORD00174,PROD0048,3,145.44
SALE00478,ORD00163,PROD0044,2,28.24
SALE00479,ORD00006,PROD0005,5,63.95
SALE00480,ORD00048,PROD0005,4,63.33
SALE00481,ORD00016,PROD0027,4,76.63
SALE00482,ORD00029,PROD0043,5,146.4
SALE00483,ORD00029,PROD0042,1,65.83
SALE00484,ORD00094,PROD0032,2,124.39
SALE00485,ORD00013,PROD0028,2,52.22
SALE00486,ORD00127,PROD0027,1,78.03
SALE00487,ORD00032,PROD0016,1,60.0
SALE00488,ORD00122,PROD0039,5,49.07
SALE00489,ORD00158,PROD0048,2,136.17
SALE00490,ORD00144,PROD0017,3,70.09
SALE00491,ORD00036,PROD0030,1,55.43
SALE00492,ORD00106,PROD0025,4,52.82
SALE00493,ORD00112,PROD0030,3,49.62
SALE00494,ORD00078,PROD0046,3,56.51
SALE00495,ORD00024,PROD0010,2,91.38
SALE00496,ORD00064,PROD0004,3,66.53
SALE00497,ORD00112,PROD0014,3,155.9
SALE00498,ORD00184,PROD0029,5,74.88
SALE00499,ORD00109,PROD0029,4,79.64
SALE00500,ORD00190,PROD0011,2,119.65
SALE00501,ORD00106,PROD0022,3,57.05
SALE00502,ORD00128,PROD0039,1,45.63
SALE00503,ORD00057,PROD0010,5,98.22
SALE00504,ORD00060,PROD0037,1,112.86
SALE00505,ORD00112,PROD0001,2,125.45
SALE00506,ORD00010,PROD0038,5,74.67
SALE00507,ORD00063,PROD0005,1,68.6
SALE00508,ORD00155,PROD0011,3,116.11
SALE00509,ORD00188,PROD0019,5,105.42
SALE00510,ORD00012,PROD0033,3,26.66
SALE00511,ORD00134,PROD0018,4,25.51
SALE00512,ORD00145,PROD0013,2,35.84
SALE00513,ORD00040,PROD0037,2,108.45
SALE00514,ORD00018,PROD0039,1,53.62
SALE00515,ORD00072,PROD0010,3,100.22
SALE00516,ORD00099,PROD0016,5,55.51
SALE00517,ORD00146,PROD0031,5,117.66
SALE00518,ORD00057,PROD0003,4,94.69
SALE00519,ORD00023,PROD0003,1,84.95
SALE00520,ORD00139,PROD0045,3,88.04
SALE00521,ORD00078,PROD0006,5,43.51
SALE00522,ORD00037,PROD0045,2,105.09
SALE00523,ORD00145,PROD0016,2,62.92
SALE00524,ORD00188,PROD0016,5,62.83
SALE00525,ORD00120,PROD0022,5,51.85
SALE00526,ORD00163,PROD0033,2,27.41
SALE00527,ORD00019,PROD0009,4,105.97
SALE00528,ORD00130,PROD0048,2,144.83
SALE00529,ORD00180,PROD0044,1,28.09
SALE00530,ORD00067,PROD0009,1,104.9
SALE00531,ORD00173,PROD0021,2,79.71
SALE00532,ORD00032,PROD0017,3,69.38
SALE00533,ORD00119,PROD0001,4,120.81
SALE00534,ORD00070,PROD0029,1,68.31
SALE00535,ORD00083,PROD0033,4,29.17
SALE00536,ORD00009,PROD0040,5,114.65
SALE00537,ORD00097,PROD0018,2,23.33
SALE00538,ORD00002,PROD0007,1,93.16
SALE00539,ORD00045,PROD0006,5,46.48
SALE00540,ORD00163,PROD0016,3,62.88
SALE00541,ORD00062,PROD0021,3,83.93
SALE00542,ORD00036,PROD0006,1,49.94
SALE00543,ORD00109,PROD0011,3,110.67
SALE00544,ORD00098,PROD0042,4,68.12
SALE00545,ORD00160,PROD0022,5,51.97
SALE00546,ORD00035,PROD0002,1,44.89
SALE00547,ORD00077,PROD0039,5,54.15
SALE00548,ORD00170,PROD0047,1,149.31
SALE00549,ORD00065,PROD0047,3,127.57
SALE00550,ORD00084,PROD0008,2,89.9
SALE00551,ORD00009,PROD0042,4,63.35
SALE00552,ORD00035,PROD0026,1,60.17
SALE00553,ORD00100,PROD0002,3,53.25
SALE00554,ORD00057,PROD0018,1,24.96
SALE00555,ORD00073,PROD0045,5,98.2
SALE00556,ORD00029,PROD0038,4,81.68
SALE00557,ORD00141,PROD0016,3,57.84
SALE00558,ORD00113,PROD0023,2,97.71
SALE00559,ORD00150,PROD0012,1,40.27
SALE00560,ORD00063,PROD0044,3,28.64
SALE00561,ORD00044,PROD0009,5,110.96
SALE00562,ORD00073,PROD0013,1,34.0
SALE00563,ORD00166,PROD0036,1,96.8
SALE00564,ORD00039,PROD0002,4,46.03
SALE00565,ORD00111,PROD0008,5,85.29
SALE00566,ORD00088,PROD0047,2,138.85
SALE00567,ORD00120,PROD0032,3,124.56
SALE00568,ORD00148,PROD0015,4,54.3
SALE00569,ORD00065,PROD0013,4,35.09
SALE00570,ORD00032,PROD0048,4,163.69
SALE00571,ORD00134,PROD0044,1,27.76
SALE00572,ORD00109,PROD0044,1,27.59
SALE00573,ORD00120,PROD0044,3,27.25
SALE00574,ORD00080,PROD0008,1,90.19
SALE00575,ORD00173,PROD0041,5,49.52
SALE00576,ORD00145,PROD0020,1,58.58
SALE00577,ORD00190,PROD0017,2,61.45
SALE00578,ORD00025,PROD0006,4,41.24
SALE00579,ORD00091,PROD0023,5,101.72
SALE00580,ORD00117,PROD0042,3,56.3
SALE00581,ORD00104,PROD0037,1,105.47
